评论,地区,日期,点赞,情绪
转发微博,江苏,Wed May 28 08:55:28 +0800 2025,0,surprise
总有美好在路上[哇],其他,Wed May 28 08:55:03 +0800 2025,0,happiness
早??,湖南,Wed May 28 08:54:55 +0800 2025,0,anger
美好的早晨从一首好歌开始,河北 ,Wed May 28 08:54:45 +0800 2025,0,happiness
[鼓掌][鼓掌][鼓掌],上海,Wed May 28 08:54:27 +0800 2025,0,happiness
[心][心][心],上海,Wed May 28 08:54:24 +0800 2025,0,sadness
早上好,海外 ,Wed May 28 08:54:06 +0800 2025,0,happiness
总有美好在路上,西藏,Wed May 28 08:53:51 +0800 2025,0,like
早安[心]总有美好在路上！,山东 ,Wed May 28 08:53:44 +0800 2025,0,happiness
早安,其他,Wed May 28 08:53:01 +0800 2025,0,happiness
[打call][打call],其他,Mon Jun 02 16:46:59 +0800 2025,0,anger
@卡布叻_周深 总有美好在路上[心]月季花海太美啦[心],浙江,Sat May 31 14:56:49 +0800 2025,0,happiness
早安,江苏 ,Fri May 30 08:03:30 +0800 2025,0,happiness
转发微博,香港,Fri May 30 05:51:48 +0800 2025,0,surprise
哈,其他,Fri May 30 01:59:06 +0800 2025,0,happiness
好看,其他,Thu May 29 23:12:18 +0800 2025,0,like
[打call],山西 ,Thu May 29 22:02:26 +0800 2025,0,anger
处处都是花海,山西 ,Thu May 29 16:00:42 +0800 2025,0,like
好美的??好听的歌@卡布叻_周深,江西 ,Thu May 29 15:40:32 +0800 2025,0,happiness
[赞],其他,Thu May 29 15:10:23 +0800 2025,0,like
[可爱],辽宁 ,Thu May 29 13:03:18 +0800 2025,0,like
[给力],其他,Thu May 29 10:59:25 +0800 2025,0,like
总有美好在路上,其他,Thu May 29 09:29:31 +0800 2025,0,like
[努力][努力][努力][努力],其他,Thu May 29 09:29:21 +0800 2025,0,like
南阳的月经更大更红,河南 ,Thu May 29 09:24:26 +0800 2025,0,like
我大东北月季还没开呢 都是花苞[挖鼻],辽宁,Thu May 29 08:40:28 +0800 2025,0,surprise
美好,北京,Thu May 29 07:44:28 +0800 2025,0,like
美丽,北京 ,Thu May 29 07:34:01 +0800 2025,0,like
漂亮,甘肃 ,Thu May 29 07:33:35 +0800 2025,1,like
漂亮,山东,Thu May 29 06:52:01 +0800 2025,0,like
[抱抱],江苏,Thu May 29 06:28:42 +0800 2025,0,sadness
好美,其他,Thu May 29 05:54:11 +0800 2025,1,like
[心],其他,Thu May 29 02:30:43 +0800 2025,0,sadness
[心],其他,Thu May 29 01:49:31 +0800 2025,0,sadness
赞??,其他,Thu May 29 00:33:59 +0800 2025,0,like
转发微博,其他,Thu May 29 00:17:09 +0800 2025,0,surprise
终于有人说了，北京的月季花特别好看,北京 ,Wed May 28 23:45:16 +0800 2025,0,happiness
总有美好在路上[送花花][送花花][送花花]#被北京处处可见的月季花海惊艳了#,其他,Wed May 28 23:43:25 +0800 2025,0,happiness
[哇],新疆,Wed May 28 23:34:15 +0800 2025,0,surprise
哇！好美[心]总有美好在路上[心],其他,Wed May 28 23:08:30 +0800 2025,0,happiness
所有的美好在路上,山东,Wed May 28 23:01:57 +0800 2025,0,like
美好的景色带来美好的心情,其他,Wed May 28 22:57:16 +0800 2025,0,happiness
[赞],河北 ,Wed May 28 22:53:13 +0800 2025,0,like
好美,江西 ,Wed May 28 22:30:05 +0800 2025,0,like
[good][good]//@脆皮芝麻排包:@卡布叻_周深 总有美好在路上[心]月季花海太美啦[心],其他,Wed May 28 22:29:55 +0800 2025,0,disgust
[爱你],浙江,Wed May 28 22:18:42 +0800 2025,1,like
总有美好在路上！,其他,Wed May 28 22:14:01 +0800 2025,0,like
总有美好在路边[心],湖北,Wed May 28 22:09:03 +0800 2025,3,happiness
[心],其他,Wed May 28 21:54:53 +0800 2025,0,sadness
是的??感受到了@风过荷影Asuka,北京,Wed May 28 21:50:19 +0800 2025,0,sadness
[打call][打call][打call],浙江,Wed May 28 21:47:34 +0800 2025,0,anger
太美了,广东 ,Wed May 28 21:43:55 +0800 2025,2,like
上班的路都变得美好,陕西,Wed May 28 21:41:06 +0800 2025,0,like
[鲜花],吉林,Wed May 28 21:40:16 +0800 2025,0,happiness
[心],其他,Wed May 28 21:40:01 +0800 2025,0,sadness
[good],其他,Wed May 28 21:31:22 +0800 2025,0,anger
[哇],其他,Wed May 28 21:27:47 +0800 2025,0,surprise
好美,江苏 ,Wed May 28 21:23:49 +0800 2025,0,like
好美,其他,Wed May 28 20:54:26 +0800 2025,0,like
要努力呀，为了想要的生活，为了人间的烟火气，为了今天的风和月 —— 《春风吹》,河南 ,Wed May 28 20:38:16 +0800 2025,0,sadness
北京市花是月季花,新疆 ,Wed May 28 20:30:22 +0800 2025,0,happiness
总有美好在路上[抱一抱][抱一抱][抱一抱]@卡布叻_周深,其他,Wed May 28 20:28:32 +0800 2025,0,happiness
[哇],湖南 ,Wed May 28 20:18:55 +0800 2025,0,surprise
[爱你][爱你][暖暖耶][暖暖耶][暖暖耶][暖暖耶],广西 ,Wed May 28 20:16:15 +0800 2025,0,happiness
早安，轻轻的问候，深深的祝福[心]总有美好在路上[心],其他,Wed May 28 20:11:17 +0800 2025,0,happiness
浪漫啊,山东 ,Wed May 28 20:02:58 +0800 2025,0,happiness
一路看花一路快乐,辽宁 ,Wed May 28 20:02:16 +0800 2025,0,like
总有美好的在路上[送花花],广东 ,Wed May 28 19:47:48 +0800 2025,0,happiness
好美呀，好想去看呜呜呜呜呜,江苏 ,Wed May 28 19:43:27 +0800 2025,0,sadness
漂亮[good],其他,Wed May 28 19:35:58 +0800 2025,0,like
北京市花??,北京 ,Wed May 28 19:27:01 +0800 2025,0,anger
好美啊,重庆,Wed May 28 19:24:44 +0800 2025,0,like
鲜花盛开，满目绚烂,其他,Wed May 28 19:14:17 +0800 2025,0,happiness
二环内,北京,Wed May 28 18:54:36 +0800 2025,0,fear
总有美好在路上！好美好美[憧憬][憧憬][憧憬],其他,Wed May 28 18:52:48 +0800 2025,0,like
美好在路上 沿途都是花香 善于捕捉生活中的小美好[哇][哇][哇][哇],其他,Wed May 28 18:46:53 +0800 2025,0,like
[鼓掌][鼓掌][鼓掌][赞],辽宁 ,Wed May 28 18:36:46 +0800 2025,0,happiness
[送花花],其他,Wed May 28 18:32:05 +0800 2025,0,happiness
好美好美好美,其他,Wed May 28 18:31:42 +0800 2025,0,like
真美,浙江 ,Wed May 28 18:23:38 +0800 2025,0,like
@卡布叻_周深 总有美好在路上，花朵和歌声是绝配,湖南 ,Wed May 28 18:17:40 +0800 2025,0,happiness
早安，轻轻的问候，深深的祝福[心]总有美好在路上[心],浙江 ,Wed May 28 18:11:00 +0800 2025,0,happiness
总有美好在路上,其他,Wed May 28 18:04:46 +0800 2025,0,like
总有美好在路上！[打call],广东 ,Wed May 28 17:54:28 +0800 2025,0,happiness
总有美好在路上,北京 ,Wed May 28 17:43:49 +0800 2025,0,like
[鲜花][鲜花][鲜花],其他,Wed May 28 17:42:53 +0800 2025,0,happiness
卡布叻，周深，总有美好在路上，歌好听，花好美,其他,Wed May 28 17:17:47 +0800 2025,0,happiness
上班路上有好看的花相伴确实心情不一样，每天早晨哼着歌骑着我的小电驴慢悠悠[嘻嘻],河南,Wed May 28 16:49:31 +0800 2025,0,like
美美美,江苏 ,Wed May 28 16:46:59 +0800 2025,0,like
总有美好在路上[心],其他,Wed May 28 16:44:04 +0800 2025,0,happiness
#被北京处处可见的月季花海惊艳了# #有一种浪漫叫北京月季花开#,北京,Wed May 28 16:41:01 +0800 2025,0,happiness
美,安徽,Wed May 28 16:36:58 +0800 2025,0,like
漂亮…想起那个说国外要买的花我们路两边一堆的帖子[哈哈][哈哈],其他,Wed May 28 16:34:33 +0800 2025,0,happiness
[鲜花][鲜花][鲜花]//@脆皮芝麻排包:@卡布叻_周深 总有美好在路上[心]月季花海太美啦[心],其他,Wed May 28 16:34:19 +0800 2025,0,happiness
[哇],其他,Wed May 28 16:22:38 +0800 2025,0,surprise
关注,四川 ,Wed May 28 16:16:24 +0800 2025,0,anger
花朵好大,广西,Wed May 28 16:02:51 +0800 2025,0,happiness
花海,天津,Wed May 28 15:54:54 +0800 2025,0,like
[送花花][送花花][送花花],其他,Wed May 28 15:51:33 +0800 2025,0,happiness
总有美好在路上,其他,Wed May 28 15:43:48 +0800 2025,0,like
总有美好在路上@卡布叻_周深,广东,Wed May 28 15:40:41 +0800 2025,0,happiness
总有美好在路上,其他,Wed May 28 15:34:55 +0800 2025,0,like
总有美好在路上[鲜花][鲜花][鲜花],其他,Wed May 28 15:32:08 +0800 2025,0,happiness
周深@卡布叻_周深 总有美好在路上[抱一抱]月季花海好美呀[抱一抱][抱一抱],其他,Wed May 28 15:26:36 +0800 2025,0,happiness
总有美好在路上[心][心][心],其他,Wed May 28 15:22:57 +0800 2025,0,happiness
这么美的绿化带[爱慕],其他,Wed May 28 15:22:09 +0800 2025,0,like
月季花的花语是 “量大 管饱”[挤眼],其他,Wed May 28 15:21:01 +0800 2025,0,happiness
好听,黑龙江 ,Wed May 28 15:17:02 +0800 2025,0,like
好美！,其他,Wed May 28 15:15:56 +0800 2025,0,like
月季花海,其他,Wed May 28 15:12:11 +0800 2025,0,like
#被北京处处可见的月季花海惊艳了# #有一种浪漫叫北京月季花开# 北京到底有谁呀,其他,Wed May 28 15:02:35 +0800 2025,1,happiness
#周深[超话]#总有美好在路上[送花花][送花花][送花花][送花花][送花花][送花花][送花花],其他,Wed May 28 14:56:52 +0800 2025,0,happiness
总有美好在路上,天津 ,Wed May 28 14:56:08 +0800 2025,0,like
总有美好在路上[心],贵州 ,Wed May 28 14:56:02 +0800 2025,0,happiness
美在路上,北京 ,Wed May 28 14:54:15 +0800 2025,1,like
[哇][哇][哇],海南 ,Wed May 28 14:48:46 +0800 2025,0,surprise
1,上海,Wed May 28 14:45:56 +0800 2025,0,anger
美[心],江西,Wed May 28 14:43:05 +0800 2025,0,happiness
武汉也好多花，可美了,河北 ,Wed May 28 14:37:17 +0800 2025,0,happiness
下午好[打call][打call]好美呀[爱你]一朵花读懂一座城[心][心]总有美好在路上！,湖北 ,Wed May 28 14:29:14 +0800 2025,0,like
好美的花！[哇][心],广东 ,Wed May 28 14:22:25 +0800 2025,0,like
美[送花花],其他,Wed May 28 14:04:35 +0800 2025,0,happiness
[太阳],北京,Wed May 28 14:01:29 +0800 2025,0,like
[太开心][太开心],贵州 ,Wed May 28 13:59:31 +0800 2025,0,happiness
[good],北京 ,Wed May 28 13:52:05 +0800 2025,0,anger
总有美好在路上[心][心],台湾,Wed May 28 13:49:54 +0800 2025,0,happiness
一路都是玫瑰花[嘻嘻],广东 ,Wed May 28 13:35:16 +0800 2025,0,happiness
每一天都要努力前行[鲜花][鲜花][鲜花],其他,Wed May 28 13:34:22 +0800 2025,0,like
懒惰的我也开始养花了[允悲],其他,Wed May 28 13:21:06 +0800 2025,0,sadness
太美了,其他,Wed May 28 13:17:41 +0800 2025,0,like
蔷薇吗,河北 ,Wed May 28 13:15:01 +0800 2025,0,fear
总有美好在路上[送花花],江西 ,Wed May 28 13:15:00 +0800 2025,0,happiness
总有美好在路上,广东 ,Wed May 28 13:14:19 +0800 2025,0,like
[加油][加油][加油][赞],北京,Wed May 28 13:14:18 +0800 2025,0,like
总有美好在路上[心][心],河南 ,Wed May 28 13:11:39 +0800 2025,0,happiness
午安,其他,Wed May 28 13:10:38 +0800 2025,0,happiness
总有美好在路上[心][心],天津,Wed May 28 13:06:23 +0800 2025,0,happiness
花满人间，烟火璀璨[心],新疆 ,Wed May 28 13:05:32 +0800 2025,0,like
北京五月的月季花，真是太美了。,其他,Wed May 28 13:00:22 +0800 2025,0,happiness
[吃馕],河南 ,Wed May 28 12:59:52 +0800 2025,0,anger
好美[心][心],其他,Wed May 28 12:55:27 +0800 2025,0,like
很漂亮[打call],其他,Wed May 28 12:55:04 +0800 2025,0,like
总有美好在路上[心],江西 ,Wed May 28 12:49:40 +0800 2025,0,happiness
[心],江苏 ,Wed May 28 12:47:34 +0800 2025,0,sadness
早安，轻轻的问候，深深的祝福[心]总有美好在路上[心],湖南,Wed May 28 12:47:08 +0800 2025,0,happiness
好看,其他,Wed May 28 12:46:55 +0800 2025,0,like
#被北京处处可见的月季花海惊艳了# #有一种浪漫叫北京月季花开#,其他,Wed May 28 12:43:21 +0800 2025,0,happiness
喜欢繁花盛开的季节。若与人心相较量，宁和草木更深情[送花花][送花花][送花花],其他,Wed May 28 12:43:22 +0800 2025,0,like
总有美好在路上！好美[哈哈],其他,Wed May 28 12:43:19 +0800 2025,0,happiness
总有美好在路上[抱一抱],北京,Wed May 28 12:41:36 +0800 2025,0,happiness
早安,山东,Wed May 28 12:40:05 +0800 2025,0,happiness
严查230万事件,广东,Wed May 28 12:39:34 +0800 2025,0,anger
人间美好！珍惜美好[good]@卡布叻_周深,其他,Wed May 28 12:34:03 +0800 2025,0,happiness
北京最爱之一,北京 ,Wed May 28 12:33:52 +0800 2025,0,like
歌美景美，总有美好在路上[心][心][心],其他,Wed May 28 12:33:19 +0800 2025,0,happiness
美！,浙江,Wed May 28 12:30:35 +0800 2025,0,like
一朵花读懂一座城,山东,Wed May 28 12:29:16 +0800 2025,0,like
花可赏心悦目果可饱腹不挨饿。,广东 ,Wed May 28 12:28:01 +0800 2025,0,like
一朵花读懂一座城,其他,Wed May 28 12:26:44 +0800 2025,0,like
总有美好在路上！,其他,Wed May 28 12:23:14 +0800 2025,0,like
[憧憬],河北 ,Wed May 28 12:23:11 +0800 2025,0,like
总有美好在路上[送花花][送花花][送花花],广东,Wed May 28 12:19:25 +0800 2025,0,happiness
好棒[太开心][太开心],其他,Wed May 28 12:17:47 +0800 2025,0,happiness
好漂亮,其他,Wed May 28 12:17:00 +0800 2025,0,like
城市要有温暖,其他,Wed May 28 12:08:23 +0800 2025,0,happiness
中午好[鲜花][鲜花][鲜花],山东,Wed May 28 12:06:22 +0800 2025,0,happiness
月季真是好花，花期长,河南 ,Wed May 28 12:05:45 +0800 2025,0,like
[赞],宁夏 ,Wed May 28 12:03:57 +0800 2025,0,like
太美了！总有美好在路上！[good]@卡布叻_周深,河南,Wed May 28 12:01:55 +0800 2025,0,happiness
[抱抱],其他,Wed May 28 12:00:43 +0800 2025,0,sadness
美[鲜花],广东 ,Wed May 28 12:00:17 +0800 2025,0,happiness
美美哒！,广东,Wed May 28 11:57:31 +0800 2025,0,like
总有美好在路上,其他,Wed May 28 11:56:05 +0800 2025,0,like
总有美好在路上[送花花]@卡布叻_周深 早上好?,江苏,Wed May 28 11:52:55 +0800 2025,0,happiness
好美??总有美好在路上[送花花][送花花],江苏,Wed May 28 11:51:56 +0800 2025,0,like
花团锦簇令人沉醉，太美了！,其他,Wed May 28 11:50:33 +0800 2025,0,like
好美,其他,Wed May 28 11:47:01 +0800 2025,0,like
#被北京处处可见的月季花海惊艳了# 好美#有一种浪漫叫北京月季花开#,其他,Wed May 28 11:44:32 +0800 2025,0,like
总有美好在路上[送花花],广东 ,Wed May 28 11:42:43 +0800 2025,0,happiness
[心][心][心],其他,Wed May 28 11:41:29 +0800 2025,0,sadness
总有美好在路上呢～[送花花],其他,Wed May 28 11:38:58 +0800 2025,0,happiness
好听，总有美好在路上…！,河北 ,Wed May 28 11:38:20 +0800 2025,0,like
总有美好在路上,山东,Wed May 28 11:37:27 +0800 2025,0,like
好美呀,其他,Wed May 28 11:36:27 +0800 2025,0,like
总有美好在路上[打call],福建 ,Wed May 28 11:33:23 +0800 2025,0,happiness
吾心信其可行，则移山填海之难，终有成功之日,其他,Wed May 28 11:32:31 +0800 2025,0,like
真美！总有美好在路上！,江苏 ,Wed May 28 11:29:53 +0800 2025,0,like
看到盛开的花朵，心情就好。,北京 ,Wed May 28 11:27:21 +0800 2025,1,happiness
这是北京哪里呢？,吉林 ,Wed May 28 11:27:19 +0800 2025,0,anger
[打call],其他,Wed May 28 11:24:15 +0800 2025,0,anger
终有美好在路上[抱一抱],其他,Wed May 28 11:22:00 +0800 2025,0,happiness
总有美好在路上[心],广东 ,Wed May 28 11:21:58 +0800 2025,0,happiness
每一个优秀的人，都不是与生俱来带着光环的，雕塑自己的过程，必定伴随着疼痛与辛苦，可那一锤一凿的自我敲打，终究能让你收获一个更好的自己。,其他,Wed May 28 11:21:32 +0800 2025,0,surprise
总有美好在路上,山西,Wed May 28 11:21:27 +0800 2025,0,like
#被北京处处可见的月季花海惊艳了# 总有美好在路上,其他,Wed May 28 11:19:22 +0800 2025,1,happiness
好美,四川 ,Wed May 28 11:16:14 +0800 2025,0,like
转发微博,其他,Wed May 28 11:09:59 +0800 2025,0,surprise
相信世间美好,其他,Wed May 28 11:03:21 +0800 2025,0,like
好看，花团锦簇[心],其他,Wed May 28 10:53:55 +0800 2025,0,like
总有美好在路上[心],陕西 ,Wed May 28 10:52:36 +0800 2025,0,happiness
早安，总有美好在路上@卡布叻_周深,其他,Wed May 28 10:52:11 +0800 2025,0,happiness
总有美好在路上[鲜花],其他,Wed May 28 10:51:02 +0800 2025,0,happiness
美好总在路上,其他,Wed May 28 10:50:48 +0800 2025,0,like
一听到这首歌，心情就变好[可爱],浙江 ,Wed May 28 10:47:42 +0800 2025,0,like
漂亮！[赞][赞][赞],广西 ,Wed May 28 10:45:57 +0800 2025,0,like
早上好[鲜花]，总有美好在路上,其他,Wed May 28 10:45:22 +0800 2025,0,happiness
早上好，总有美好在路上????[太阳],北京 ,Wed May 28 10:44:19 +0800 2025,0,happiness
繁花似锦总有美好在路上#周深#,四川,Wed May 28 10:42:40 +0800 2025,0,sadness
月季花开满城[送花花][送花花]总有美好风景在路上,山东 ,Wed May 28 10:42:12 +0800 2025,0,happiness
其实月季花种在这样的环境下很辛苦的事,北京 ,Wed May 28 10:41:52 +0800 2025,0,like
[太阳],其他,Wed May 28 10:40:34 +0800 2025,0,like
加油[good][good][good],上海 ,Wed May 28 10:40:06 +0800 2025,0,anger
总有美好在路上,上海 ,Wed May 28 10:40:00 +0800 2025,0,like
早安，好漂亮[送花花],上海,Wed May 28 10:38:17 +0800 2025,0,like
总有美好在路上!,其他,Wed May 28 10:37:15 +0800 2025,0,like
#有一种浪漫叫北京月季花开#,安徽 ,Wed May 28 10:36:35 +0800 2025,0,happiness
早安！很美的画花[送花花],江西,Wed May 28 10:35:28 +0800 2025,0,happiness
金融领域，特别是股市领域，但凡与国际接轨引入的金融衍生品，几乎没有带来什么益处的！因为，国情不同、土壤不同、立场利益目的不同！ ???,北京 ,Wed May 28 10:31:53 +0800 2025,0,disgust
早上好啊,北京,Wed May 28 10:31:10 +0800 2025,0,happiness
花团锦簇太美了！,广东,Wed May 28 10:29:02 +0800 2025,0,like
总有美好在路上！周深[抱一抱]@卡布叻_周深[抱一抱][抱一抱],其他,Wed May 28 10:28:22 +0800 2025,0,happiness
美好[鲜花],云南 ,Wed May 28 10:27:43 +0800 2025,0,happiness
晚安,其他,Wed May 28 10:24:55 +0800 2025,0,happiness
期待繁花盛开的时候,浙江 ,Wed May 28 10:23:28 +0800 2025,0,like
早上好[努力],江西,Wed May 28 10:22:58 +0800 2025,0,happiness
很喜欢月季花！虽然很平常，但开花时间长，好养活，又好看又芳香！配乐是《总有美好在路上》[哇][哇]周深的歌声温柔治愈！,河南 ,Wed May 28 10:22:33 +0800 2025,0,like
太美了吧[鲜花],北京 ,Wed May 28 10:21:04 +0800 2025,0,like
早,广东,Wed May 28 10:21:04 +0800 2025,0,sadness
天津也是奥，月季花开的很美,天津,Wed May 28 10:16:41 +0800 2025,0,happiness
总有美好在路上[送花花],河北 ,Wed May 28 10:16:36 +0800 2025,0,happiness
早上看见花花心情也会很好^_^,其他,Wed May 28 10:15:34 +0800 2025,0,happiness
美,其他,Wed May 28 10:15:04 +0800 2025,0,like
月季花真美,福建 ,Wed May 28 10:14:48 +0800 2025,0,like
一个善良的人，就象一盏明灯，既照亮了周围的人，也温暖了自己，善良无须灌输和强迫，只会相互传播。所以，做人不一定要顶天立地，轰轰烈烈，但一定要善良真诚。人心，不是求来的，而是善来的。你施人温暖，人才会予你阳光，你施人真心，人才会予你和善。,其他,Wed May 28 10:13:26 +0800 2025,0,disgust
[鲜花][鲜花][鲜花],其他,Wed May 28 10:12:25 +0800 2025,0,happiness
好漂亮的花！,云南,Wed May 28 10:11:06 +0800 2025,0,like
关注,四川 ,Wed May 28 10:10:50 +0800 2025,0,anger
早上好,山西,Wed May 28 10:10:14 +0800 2025,0,happiness
??[浮云][摊手]#被北京处处可见的月季花海惊艳了##有一种浪漫叫北京月季花开#[哇]??一朵花读懂一座城~[喵喵]??[可爱](●'?'●)??????,辽宁,Wed May 28 09:00:30 +0800 2025,0,surprise
总有美好在路上[鲜花]人间美好[鲜花]@卡布叻_周深,天津,Wed May 28 09:00:04 +0800 2025,0,happiness
早安[鲜花],天津,Wed May 28 08:59:56 +0800 2025,0,happiness
总有美好来路上[心],广东,Wed May 28 08:59:20 +0800 2025,0,happiness
早,广东,Wed May 28 08:59:20 +0800 2025,0,sadness
总有美好在路上！！@卡布叻_周深 好听！！,河北 ,Wed May 28 08:59:09 +0800 2025,0,happiness
好美好听,其他,Wed May 28 08:56:59 +0800 2025,0,like
夏天来啦[送花花],河北,Wed May 28 08:56:57 +0800 2025,0,happiness
早安,其他,Wed May 28 08:55:39 +0800 2025,0,happiness
#被北京处处可见的月季花海惊艳了# #有一种浪漫叫北京月季花开# 早啊~ 新的一天开始了呀，愿你今天也能发现生活的美好小确幸，让每一天都充满惊喜和阳光哦！?@卡布叻_周深,其他,Wed May 28 08:55:29 +0800 2025,0,happiness
转发微博,江苏,Wed May 28 08:55:28 +0800 2025,0,surprise
总有美好在路上[哇],其他,Wed May 28 08:55:03 +0800 2025,0,happiness
早??,湖南,Wed May 28 08:54:55 +0800 2025,0,anger
美好的早晨从一首好歌开始,河北 ,Wed May 28 08:54:45 +0800 2025,0,happiness
[鼓掌][鼓掌][鼓掌],上海,Wed May 28 08:54:27 +0800 2025,0,happiness
[心][心][心],上海,Wed May 28 08:54:24 +0800 2025,0,sadness
早上好,海外 ,Wed May 28 08:54:06 +0800 2025,0,happiness
总有美好在路上,西藏,Wed May 28 08:53:51 +0800 2025,0,like
早安[心]总有美好在路上！,山东 ,Wed May 28 08:53:44 +0800 2025,0,happiness
早安,其他,Wed May 28 08:53:01 +0800 2025,0,happiness
这个网站是台湾那边搞的，我们这边应该关不了,江苏 ,Sun Jun 01 14:32:25 +0800 2025,938,disgust
可以墙啊，可以追查谁在大陆境内给他们提供资金服务啊！,北京,Mon Jun 02 17:01:50 +0800 2025,0,disgust
奇了个怪，当初AO3说墙就墙，怎么海棠就没事,其他,Mon Jun 02 17:00:24 +0800 2025,9,surprise
回复@木木木小石:博主你好温柔。这种人跟他说什么，直接骂啊，不然你只会自己不爽，而他认为他站在道德高点,重庆,Mon Jun 02 16:39:15 +0800 2025,0,anger
po18吗,其他,Mon Jun 02 16:10:33 +0800 2025,0,anger
回复@用户7629678680:分裂国家你才是境外势力喵,广东,Mon Jun 02 13:14:39 +0800 2025,11,anger
回复@榍榭_skyfall:宝宝别激动别激动[抱抱][抱抱][抱抱]就是感觉很荒谬[泪][泪][泪],其他,Mon Jun 02 11:53:29 +0800 2025,0,happiness
回复@大黄鸭嘎嘎嘎嘎嘎嘎:嗯，一般5星以上,其他,Mon Jun 02 10:55:16 +0800 2025,0,happiness
回复@用户5632288415:不是下面小就可以装成女的[可爱],湖北,Mon Jun 02 09:57:55 +0800 2025,12,disgust
回复@用户5632288415:别造谣了[汗]官方发公文说俩女生当场道歉并提出赔偿了[汗]一个法院都不支持的诉求不知道你们还在造什么谣,其他,Mon Jun 02 09:48:56 +0800 2025,9,anger
回复@用户5632288415:希望你的家人住酒店不会被偷拍[笑cry] http://t.cn/A6e2aYI7,其他,Mon Jun 02 09:47:06 +0800 2025,10,anger
回复@大黄鸭嘎嘎嘎嘎嘎嘎:我只记得有两个地铁小仙女污蔑偷拍的案例，确实该抓！,其他,Mon Jun 02 09:08:05 +0800 2025,0,happiness
回复@无所不能的小汤圆:一般来说，港澳台都算境外。针对内地来说的，所以我们说国边境。,广东 ,Mon Jun 02 03:09:47 +0800 2025,1,surprise
回复@用户5632288415:犯法行为不可置否，但大家讨论的好像不是这个[费解]看的不多，但记得跨省市传唤，得由当地公安机关执行吧，不能直接远程命令当事人自行到案吧，脱衣验身也验不到传播阴会武上啊，的确超出限制了，大家讨论的是这些，没有人说不犯法[打脸][打脸][打脸],其他,Mon Jun 02 02:10:59 +0800 2025,44,disgust
回复@用户5632288415:偷拍直播的一大把为啥不抓[笑cry],其他,Mon Jun 02 01:28:57 +0800 2025,18,disgust
回复@启程去看日落:港澳台都算境外，了解後再開麥,其他,Mon Jun 02 00:19:47 +0800 2025,8,surprise
资金流在中国，公安直接就查到了,其他,Sun Jun 01 23:47:30 +0800 2025,9,disgust
沙雕扣一个分裂的帽子[汗]然后还狗叫,其他,Sun Jun 01 23:18:00 +0800 2025,9,disgust
远洋捕捞的目的太过明显 就是闻到钱味冲着钱来的,河南,Sun Jun 01 13:50:07 +0800 2025,4903,disgust
这跟抢劫有什么区别,其他,Sun Jun 01 21:18:59 +0800 2025,392,surprise
我感觉冲着KPI[可爱],山西,Sun Jun 01 23:14:20 +0800 2025,246,sadness
偷拍直播的不抓，逮着软柿子捏，避雷甘肃，之前刷视频看到敦煌的骆驼累得倒地上惨叫，可怕,其他,Mon Jun 02 01:31:57 +0800 2025,204,happiness
这个群体是最好拿捏的，你看有好几个在校大学生，有好多家庭贫困的，没有什么反抗的能力，父母也没有什么能力兜底，典型的高收入低风险,其他,Mon Jun 02 06:19:15 +0800 2025,139,disgust
绩溪开了个头，甘肃也照葫芦画瓢，嘿，成示范的案例了,河南,Mon Jun 02 08:23:55 +0800 2025,58,happiness
无利不起早,其他,Mon Jun 02 03:45:31 +0800 2025,10,sadness
点了这些太太实在是太惨了[單身狗],江苏,Mon Jun 02 03:22:41 +0800 2025,10,surprise
大家可以去举报远洋捕捞 违规执法,河南,Mon Jun 02 16:27:11 +0800 2025,6,like
你到底有没有看到这次被抓的是甚至免费的作者？,其他,Mon Jun 02 15:42:31 +0800 2025,3,disgust
兰州这穷地方想钱想疯了,其他,Mon Jun 02 18:34:39 +0800 2025,0,fear
Ok了，我们先不讨论,其他,Mon Jun 02 15:20:21 +0800 2025,0,disgust
你是正解,海南 ,Mon Jun 02 12:39:47 +0800 2025,1,anger
回复@寸再失横:大多数作者都只盈利2000-4000元，甚至没有盈利，但却要交收比盈利所得高很多的罚款，甚至是其他的严重处罚。女孩子们做错了事被惩罚是必然的，女孩子们也没有不敢认吧，也都有在配合调查啊，关注点应该是这个量刑真的合理吗,江西,Mon Jun 02 12:33:14 +0800 2025,13,surprise
回复@柳阿玖:也有可能，毕竟其他啥也抓不到,浙江 ,Mon Jun 02 17:41:35 +0800 2025,0,surprise
回复@啦啦啦啦lllllla:这比抢劫还卑鄙啊，这打着正义的幌子谋财害命啊,其他,Mon Jun 02 17:34:44 +0800 2025,1,surprise
回复@用户7992486575:[泪][泪][泪]对,其他,Mon Jun 02 17:03:35 +0800 2025,0,sadness
回复@WX817:貌似没盈利的是按照传播淫秽物品罪判的，这个罪不以盈利多少为标准，是以转发量和点击量评判，不过罚得太重了,北京,Mon Jun 02 16:07:01 +0800 2025,0,anger
回复@枸杞配茶730:我当然看到了，三倍判罚你有没有看到，把作者当成羊来薅羊毛，让你交钱平事，这个钱你交是不交，你能选择吗,河南,Mon Jun 02 15:45:31 +0800 2025,8,disgust
回复@枸杞配茶730:所以你认为没盈利无罪？是的话你是法盲，不是的话你一直说疯话？,上海,Mon Jun 02 15:34:52 +0800 2025,0,disgust
